SET courses,SET courses-href,courses list,courses list-href,pre_req,Assumed Knowledge,course description,course code,level,Incompatible,Units,course name,Term,Locations
"Statistics
STATS",https://www.adelaide.edu.au/course-outlines/ug/stats/,STATS 1504 - Statistical Practice I (Life Sciences) (Vet Bio)North Terrace Campus | Semester 2 | 2023,https://www.adelaide.edu.au/course-outlines/104271/1/sem-2/,null,SACE Stage 2 Mathematical Methods,"Statistical ideas and methods are essential tools in virtually all areas that rely on data to make decisions and reach conclusions. This includes diverse fields such as science, technology, government, commerce, manufacturing and the life sciences. In broad terms, statistics is about getting information from data. This includes both the important question of how to obtain suitable data for a given purpose and also how best to extract the information, often in the presence of random variability. This course provides an introduction to the contemporary application of statistics to a range of real world situations. It has a strong practical focus using the statistical package R to analyse real data relevant to the life sciences.



Topics covered are: organisation, description and presentation of data in the life sciences; design of experiments and surveys; random variables, probability distributions, the binomial distribution and the normal distribution; statistical inference, tests of significance, confidence intervals; inference for means and proportions, one-sample tests, two independent samples, paired data, t-tests, contingency tables; analysis of variance; linear regression, least squares estimation, residuals and transformations, inference for regression coefficients, prediction.",STATS 1504,Undergraduate,"MATHS 2107, STATS 1004, STATS 1005, ECON 1008",3,Statistical Practice I (Life Sciences) (Vet Bio),Semester 2,North Terrace Campus
"Statistics
STATS",https://www.adelaide.edu.au/course-outlines/ug/stats/,STATS 1005 - Statistical Analysis and Modelling INorth Terrace Campus | Semester 2 | 2023,https://www.adelaide.edu.au/course-outlines/105924/1/sem-2/,At least a C- in both SACE Stage 2 Mathematical Methods and SACE Stage 2 Specialist Mathematics; or at least 3 in IB Mathematics: analysis and approaches HL; or MATHS 1013.,null,"This is a first course in Statistics for mathematically inclined students. It will address the key principles underlying commonly used statistical methods such as confidence intervals, hypothesis tests, inference for means and proportions, and linear regression. It will develop a deeper mathematical understanding of these ideas, many of which will be familiar from studies in secondary school. The application of basic and more advanced statistical methods will be illustrated on a range of problems from areas such as medicine, science, technology, government, commerce and manufacturing. The use of the statistical package R will be developed through a sequence of computer practicals.



Topics covered will include: basic probability and random variables, fundamental distributions, inference for means and proportions, comparison of independent and paired samples, simple linear regression, diagnostics and model checking, multiple linear regression, simple factorial models, models with factors and continuous predictors.",STATS 1005,Undergraduate,"MATHS 2107, STATS 1000, STATS 1004, STATS 1504, ECON 1008",3,Statistical Analysis and Modelling I,Semester 2,North Terrace Campus
"Statistics
STATS",https://www.adelaide.edu.au/course-outlines/ug/stats/,STATS 1004 - Statistical Practice I (Life Sciences)North Terrace Campus | Semester 1 | 2023,https://www.adelaide.edu.au/course-outlines/102232/1/sem-1/,null,SACE Stage 2 Mathematical Methods,"Statistical ideas and methods are essential tools in virtually all areas that rely on data to make decisions and reach conclusions. This includes diverse fields such as science, technology, government, commerce, manufacturing and the life sciences. In broad terms, statistics is about getting information from data. This includes both the important question of how to obtain suitable data for a given purpose and also how best to extract the information, often in the presence of random variability. This course provides an introduction to the contemporary application of statistics to a range of real world situations. It has a strong practical focus using the statistical package R to analyse real data relevant to the life sciences.



Topics covered are: organisation, description and presentation of data in the life sciences; design of experiments and surveys; random variables, probability distributions, the binomial distribution and the normal distribution; statistical inference, tests of significance, confidence intervals; inference for means and proportions, one-sample tests, two independent samples, paired data, t-tests, contingency tables; analysis of variance; linear regression, least squares estimation, residuals and transformations, inference for regression coefficients, prediction.",STATS 1004,Undergraduate,"MATHS 2107, STATS 1000, STATS 1005, ECON 1008, STATS 1504",3,Statistical Practice I (Life Sciences),Semester 1,North Terrace Campus
"Statistics
STATS",https://www.adelaide.edu.au/course-outlines/ug/stats/,STATS 1004 - Statistical Practice I (Life Sciences)North Terrace Campus | Semester 2 | 2023,https://www.adelaide.edu.au/course-outlines/102232/1/sem-2/,null,SACE Stage 2 Mathematical Methods,"Statistical ideas and methods are essential tools in virtually all areas that rely on data to make decisions and reach conclusions. This includes diverse fields such as science, technology, government, commerce, manufacturing and the life sciences. In broad terms, statistics is about getting information from data. This includes both the important question of how to obtain suitable data for a given purpose and also how best to extract the information, often in the presence of random variability. This course provides an introduction to the contemporary application of statistics to a range of real world situations. It has a strong practical focus using the statistical package R to analyse real data relevant to the life sciences.



Topics covered are: organisation, description and presentation of data in the life sciences; design of experiments and surveys; random variables, probability distributions, the binomial distribution and the normal distribution; statistical inference, tests of significance, confidence intervals; inference for means and proportions, one-sample tests, two independent samples, paired data, t-tests, contingency tables; analysis of variance; linear regression, least squares estimation, residuals and transformations, inference for regression coefficients, prediction.",STATS 1004,Undergraduate,"MATHS 2107, STATS 1000, STATS 1005, ECON 1008, STATS 1504",3,Statistical Practice I (Life Sciences),Semester 2,North Terrace Campus
"Statistics
STATS",https://www.adelaide.edu.au/course-outlines/ug/stats/,STATS 1000 - Statistical Practice INorth Terrace Campus | Semester 2 | 2023,https://www.adelaide.edu.au/course-outlines/005543/1/sem-2/,null,SACE Stage 2 Mathematical Methods,"Statistical ideas and methods are essential tools in virtually all areas that rely on data to make decisions and reach conclusions. This includes diverse fields such as medicine, science, technology, government, commerce and manufacturing. In broad terms, statistics is about getting information from data. This includes both the important question of how to obtain suitable data for a given purpose and also how best to extract the information, often in the presence of random variability. This course provides an introduction to the contemporary application of statistics to a wide range of real world situations. It has a strong practical focus using the statistical package R to analyse real data.



Topics covered are: organisation, description and presentation of data; design of experiments and surveys; random variables, probability distributions, the binomial distribution and the normal distribution; statistical inference, tests of significance, confidence intervals; inference for means and proportions, one-sample tests, two independent samples, paired data, t-tests, contingency tables; analysis of variance; linear regression, least squares estimation, residuals and transformations, inference for regression coefficients, prediction.",STATS 1000,Undergraduate,"MATHS 2107, STATS 1004, STATS 1005, ECON 1008, STATS 1504",3,Statistical Practice I,Semester 2,North Terrace Campus
"Statistics
STATS",https://www.adelaide.edu.au/course-outlines/ug/stats/,STATS 1000 - Statistical Practice INorth Terrace Campus | Semester 1 | 2023,https://www.adelaide.edu.au/course-outlines/005543/1/sem-1/,null,SACE Stage 2 Mathematical Methods,"Statistical ideas and methods are essential tools in virtually all areas that rely on data to make decisions and reach conclusions. This includes diverse fields such as medicine, science, technology, government, commerce and manufacturing. In broad terms, statistics is about getting information from data. This includes both the important question of how to obtain suitable data for a given purpose and also how best to extract the information, often in the presence of random variability. This course provides an introduction to the contemporary application of statistics to a wide range of real world situations. It has a strong practical focus using the statistical package R to analyse real data.



Topics covered are: organisation, description and presentation of data; design of experiments and surveys; random variables, probability distributions, the binomial distribution and the normal distribution; statistical inference, tests of significance, confidence intervals; inference for means and proportions, one-sample tests, two independent samples, paired data, t-tests, contingency tables; analysis of variance; linear regression, least squares estimation, residuals and transformations, inference for regression coefficients, prediction.",STATS 1000,Undergraduate,"MATHS 2107, STATS 1004, STATS 1005, ECON 1008, STATS 1504",3,Statistical Practice I,Semester 1,North Terrace Campus
"Spatial
SPATIAL",https://www.adelaide.edu.au/course-outlines/ug/spatial/,SPATIAL 3020WT - GIS for Agriculture & Natural Resource IIIWaite Campus | Winter | 2023,https://www.adelaide.edu.au/course-outlines/109294/1/winter/,null,null,"This course involves teaching sessions that may be attended by both Undergraduate and Postgraduate students.

Geographic information systems have become an important tool far beyond the geographic disciplines. Applications in the agricultural sciences and natural resource management range from basic research on environmental sustainability to farm management and regional product marketing. This course gives an overview of the history and the rapid recent development of this technology and gives examples of commercially available state-of-the-art tools. Hands on computer exercises teach generic GIS skills of data capture, processing and presentation of results. 

Special practical exercises emphasize precision agriculture and management of spatial variability in agricultural production systems. Students will learn what information can be derived from space and airborne remote sensing for land management and how remotely sensed imagery can be combined with other sources of information in order to efficiently manage land, increase production and reduce costs and consider environmental benefits.",SPATIAL 3020WT,Undergraduate,"SPATIAL 3007WT, SOIL&WAT 3007WT, SOIL&WAT 3020WT",3,GIS for Agriculture & Natural Resource III,Winter,Waite Campus
"Spatial
SPATIAL",https://www.adelaide.edu.au/course-outlines/ug/spatial/,SPATIAL 3010 - Earth Observation IIINorth Terrace Campus | Semester 2 | 2023,https://www.adelaide.edu.au/course-outlines/109293/1/sem-2/,null,null,"Earth observation interprets image-based information gathered by space and airborne platforms using a wide range of sensors. This course examines the principles and application of remote sensing to a range of disciplines. Principles include the interaction of electromagnetic radiation with the Earth's atmosphere and surface, spectral characteristics of earth surface materials, and the nature of imagery collected by a variety of earth-observation sensors. We discuss the use of spectral data to identify and characterise objects (minerals, soils, vegetation, water), produce thematic maps and monitor changes over time. The nature and application of specialised forms of remote sensing including gamma radiometry, hyperspectral, radar and thermal imagery are also considered. These data are relevant to a wide range of applications including geology, environmental and agricultural science. Information is extracted using digital image processing: correction, enhancement and classification of the digital data and its integration with geographic information systems and field data. Practicals use specialist image analysis software to give hands-on experience with the basics of digital image processing and application to specific projects.",SPATIAL 3010,Undergraduate,SOIL&WAT 3010,3,Earth Observation III,Semester 2,North Terrace Campus
"Spatial
SPATIAL",https://www.adelaide.edu.au/course-outlines/ug/spatial/,SPATIAL 3007WT - GIS for Environmental Management IIIWaite Campus | Summer | 2023,https://www.adelaide.edu.au/course-outlines/109291/1/summer/,null,null,"This course involves teaching sessions that may be attended by both Undergraduate and Postgraduate students.

The course deals with concepts and theory of geographic information systems and their use for environmental mapping, spatial modelling and analysis. Topics covered include the relationship of GIS models to real world perception and map representation, vector and raster systems; spatial modelling; translation of problems into GIS procedures; attribute manipulation and recoding, operations including arithmetic and Boolean overlay, reclassification, proximity and neighbourhood analyses; input of data to GIS; database structures; interpolation of surfaces form point and vector data; applications and case studies. Practical work uses PC-based software to teach basic skills in GIS data entry, analysis and output, emphasising a problem-solving approach through environmental and agricultural GIS case studies.",SPATIAL 3007WT,Undergraduate,"SPATIAL 3020WT, SOIL&WAT 3020WT, SOIL&WAT 3007WT",3,GIS for Environmental Management III,Summer,Waite Campus
"Soil & Water
SOIL&WAT",https://www.adelaide.edu.au/course-outlines/ug/soil-wat/,SOIL&WAT 4070BWT - Honours Soil Science Project (Two-Year) FinalWaite Campus | Semester 2 | 2023,https://www.adelaide.edu.au/course-outlines/108457/1/sem-2/,null,null,This research project is selected at the start of the Honours year following consultation with the Honours Coordinator and depends on availability of research supervisors in any particular year.,SOIL&WAT 4070BWT,Undergraduate,"SOIL&WAT 4001AWT/BWT, SOIL&WAT 4040AWT/BWT",18,Honours Soil Science Project (Two-Year) Final,Semester 2,Waite Campus
"Soil & Water
SOIL&WAT",https://www.adelaide.edu.au/course-outlines/ug/soil-wat/,SOIL&WAT 4070BWT - Honours Soil Science Project (Two-Year) FinalWaite Campus | Semester 1 | 2023,https://www.adelaide.edu.au/course-outlines/108457/1/sem-1/,null,null,This research project is selected at the start of the Honours year following consultation with the Honours Coordinator and depends on availability of research supervisors in any particular year.,SOIL&WAT 4070BWT,Undergraduate,"SOIL&WAT 4001AWT/BWT, SOIL&WAT 4040AWT/BWT",18,Honours Soil Science Project (Two-Year) Final,Semester 1,Waite Campus
"Soil & Water
SOIL&WAT",https://www.adelaide.edu.au/course-outlines/ug/soil-wat/,SOIL&WAT 4070AWT - Honours Soil Science Project (Two-Year) ContinuingWaite Campus | Semester 2 | 2023,https://www.adelaide.edu.au/course-outlines/108456/1/sem-2/,null,null,This research project is selected at the start of the Honours year following consultation with the Honours Coordinator and depends on availability of research supervisors in any particular year.,SOIL&WAT 4070AWT,Undergraduate,"SOIL&WAT 4001AWT/BWT, SOIL&WAT 4040AWT/BWT",null,Honours Soil Science Project (Two-Year) Continuing,Semester 2,Waite Campus
"Soil & Water
SOIL&WAT",https://www.adelaide.edu.au/course-outlines/ug/soil-wat/,SOIL&WAT 4070AWT - Honours Soil Science Project (Two-Year) ContinuingWaite Campus | Semester 1 | 2023,https://www.adelaide.edu.au/course-outlines/108456/1/sem-1/,null,null,This research project is selected at the start of the Honours year following consultation with the Honours Coordinator and depends on availability of research supervisors in any particular year.,SOIL&WAT 4070AWT,Undergraduate,"SOIL&WAT 4001AWT/BWT, SOIL&WAT 4040AWT/BWT",null,Honours Soil Science Project (Two-Year) Continuing,Semester 1,Waite Campus
"Soil & Water
SOIL&WAT",https://www.adelaide.edu.au/course-outlines/ug/soil-wat/,SOIL&WAT 4060BWT - Honours Soil Science Project Pt 2Waite Campus | Semester 2 | 2023,https://www.adelaide.edu.au/course-outlines/108455/1/sem-2/,null,null,This research project is selected at the start of the Honours year following consultation with the Honours Coordinator and depends on availability of research supervisors in any particular year.,SOIL&WAT 4060BWT,Undergraduate,"SOIL&WAT 4001AWT/BWT, SOIL&WAT 4030AWT/BWT",18,Honours Soil Science Project Pt 2,Semester 2,Waite Campus
"Soil & Water
SOIL&WAT",https://www.adelaide.edu.au/course-outlines/ug/soil-wat/,SOIL&WAT 4060BWT - Honours Soil Science Project Pt 2Waite Campus | Semester 1 | 2023,https://www.adelaide.edu.au/course-outlines/108455/1/sem-1/,null,null,This research project is selected at the start of the Honours year following consultation with the Honours Coordinator and depends on availability of research supervisors in any particular year.,SOIL&WAT 4060BWT,Undergraduate,"SOIL&WAT 4001AWT/BWT, SOIL&WAT 4030AWT/BWT",18,Honours Soil Science Project Pt 2,Semester 1,Waite Campus
"Soil & Water
SOIL&WAT",https://www.adelaide.edu.au/course-outlines/ug/soil-wat/,SOIL&WAT 4060AWT - Honours Soil Science Project Pt 1Waite Campus | Semester 2 | 2023,https://www.adelaide.edu.au/course-outlines/108454/1/sem-2/,null,null,This research project is selected at the start of the Honours year following consultation with the Honours Coordinator and depends on availability of research supervisors in any particular year.,SOIL&WAT 4060AWT,Undergraduate,"SOIL&WAT 4001AWT/BWT, SOIL&WAT 4030AWT/BWT",null,Honours Soil Science Project Pt 1,Semester 2,Waite Campus
"Soil & Water
SOIL&WAT",https://www.adelaide.edu.au/course-outlines/ug/soil-wat/,SOIL&WAT 4060AWT - Honours Soil Science Project Pt 1Waite Campus | Semester 1 | 2023,https://www.adelaide.edu.au/course-outlines/108454/1/sem-1/,null,null,This research project is selected at the start of the Honours year following consultation with the Honours Coordinator and depends on availability of research supervisors in any particular year.,SOIL&WAT 4060AWT,Undergraduate,"SOIL&WAT 4001AWT/BWT, SOIL&WAT 4030AWT/BWT",null,Honours Soil Science Project Pt 1,Semester 1,Waite Campus
"Soil & Water
SOIL&WAT",https://www.adelaide.edu.au/course-outlines/ug/soil-wat/,SOIL&WAT 4050BWT - Advanced Soil Science (Hons) Pt 2Waite Campus | Semester 1 | 2023,https://www.adelaide.edu.au/course-outlines/108453/1/sem-1/,SOIL&WAT 4050AWT in previous Semester,null,"This modular course covers a range of advanced topics in Soil Science, the methods of presentation and assessment of which vary according to module.",SOIL&WAT 4050BWT,Undergraduate,"SOIL&WAT 4001AWT/BWT, SOIL&WAT 4020AWT/BWT",6,Advanced Soil Science (Hons) Pt 2,Semester 1,Waite Campus
"Soil & Water
SOIL&WAT",https://www.adelaide.edu.au/course-outlines/ug/soil-wat/,SOIL&WAT 4050BWT - Advanced Soil Science (Hons) Pt 2Waite Campus | Semester 2 | 2023,https://www.adelaide.edu.au/course-outlines/108453/1/sem-2/,SOIL&WAT 4050AWT in previous Semester,null,"This modular course covers a range of advanced topics in Soil Science, the methods of presentation and assessment of which vary according to module.",SOIL&WAT 4050BWT,Undergraduate,"SOIL&WAT 4001AWT/BWT, SOIL&WAT 4020AWT/BWT",6,Advanced Soil Science (Hons) Pt 2,Semester 2,Waite Campus
"Soil & Water
SOIL&WAT",https://www.adelaide.edu.au/course-outlines/ug/soil-wat/,SOIL&WAT 4050AWT - Advanced Soil Science (Hons) Pt 1Waite Campus | Semester 1 | 2023,https://www.adelaide.edu.au/course-outlines/108452/1/sem-1/,null,null,"This modular course covers a range of advanced topics in Soil Science, the methods of presentation and assessment of which vary according to module.",SOIL&WAT 4050AWT,Undergraduate,"SOIL&WAT 4001AWT/BWT, SOIL&WAT4020AWT/BWT",null,Advanced Soil Science (Hons) Pt 1,Semester 1,Waite Campus
"Soil & Water
SOIL&WAT",https://www.adelaide.edu.au/course-outlines/ug/soil-wat/,SOIL&WAT 4050AWT - Advanced Soil Science (Hons) Pt 1Waite Campus | Semester 2 | 2023,https://www.adelaide.edu.au/course-outlines/108452/1/sem-2/,null,null,"This modular course covers a range of advanced topics in Soil Science, the methods of presentation and assessment of which vary according to module.",SOIL&WAT 4050AWT,Undergraduate,"SOIL&WAT 4001AWT/BWT, SOIL&WAT4020AWT/BWT",null,Advanced Soil Science (Hons) Pt 1,Semester 2,Waite Campus
"Soil & Water
SOIL&WAT",https://www.adelaide.edu.au/course-outlines/ug/soil-wat/,SOIL&WAT 3016WT - Soil Ecology and Nutrient Cycling IIIWaite Campus | Semester 1 | 2023,https://www.adelaide.edu.au/course-outlines/101410/1/sem-1/,null,SOIL&WAT 2500 or SOIL&WAT 2500WT,"The course will provide students with a comprehensive view of ecological interactions in soils. It covers the interactions between plants, soil and soil organisms, the roles played by soil organisms in decomposition of organic material, nutrient cycling (C, N, P) and stability of agricultural and natural ecosystems. Other topics include the importance of soil organisms for soil fertility, mycorrhizas and their effects on plant productivity and plant communities,  microbial ecology, root growth and the biology of the rhizosphere.",SOIL&WAT 3016WT,Undergraduate,null,3,Soil Ecology and Nutrient Cycling III,Semester 1,Waite Campus
"Soil & Water
SOIL&WAT",https://www.adelaide.edu.au/course-outlines/ug/soil-wat/,SOIL&WAT 3005WT - Research Project: Soil and Land Systems IIIWaite Campus | Semester 2 | 2023,https://www.adelaide.edu.au/course-outlines/004449/1/sem-2/,null,null,The course consists of a small research project of the student's choosing on a topic acceptable to the Soils Research Group. It will be undertaken during the 3rd year of the academic program.,SOIL&WAT 3005WT,Undergraduate,null,3,Research Project: Soil and Land Systems III,Semester 2,Waite Campus
"Soil & Water
SOIL&WAT",https://www.adelaide.edu.au/course-outlines/ug/soil-wat/,SOIL&WAT 3005WT - Research Project: Soil and Land Systems IIIWaite Campus | Semester 1 | 2023,https://www.adelaide.edu.au/course-outlines/004449/1/sem-1/,null,null,The course consists of a small research project of the student's choosing on a topic acceptable to the Soils Research Group. It will be undertaken during the 3rd year of the academic program.,SOIL&WAT 3005WT,Undergraduate,null,3,Research Project: Soil and Land Systems III,Semester 1,Waite Campus
"Soil & Water
SOIL&WAT",https://www.adelaide.edu.au/course-outlines/ug/soil-wat/,SOIL&WAT 2500WT - Soil and Water Resources IIWaite Campus | Semester 1 | 2023,https://www.adelaide.edu.au/course-outlines/104309/1/sem-1/,null,null,"Soil and water are fundamental resources in the environment. This course aims to provide an understanding of important soil physical, chemical and biological properties and of water quality. Topics include: soil water retention, storage and movement, salinity, chemical fertility, the role of biology in soil processes, soil conservation and management, water quality factors and the impact of land management on these factors.",SOIL&WAT 2500WT,Undergraduate,null,3,Soil and Water Resources II,Semester 1,Waite Campus
"Soil & Water
SOIL&WAT",https://www.adelaide.edu.au/course-outlines/ug/soil-wat/,SOIL&WAT 2500 - Soil and Water Resources IINorth Terrace Campus | Semester 1 | 2023,https://www.adelaide.edu.au/course-outlines/104309/2/sem-1/,null,null,"Soil and water are fundamental resources in the environment. This course aims to provide an understanding of important soil physical, chemical and biological properties and of water quality. Topics include: soil water retention, storage and movement, salinity, chemical fertility, the role of biology in soil processes, soil conservation and management, water quality factors and the impact of land management on these factors.",SOIL&WAT 2500,Undergraduate,null,3,Soil and Water Resources II,Semester 1,North Terrace Campus
"Soil & Water
SOIL&WAT",https://www.adelaide.edu.au/course-outlines/ug/soil-wat/,SOIL&WAT 1000WT - Soils and Landscapes IWaite Campus | Semester 2 | 2023,https://www.adelaide.edu.au/course-outlines/003283/1/sem-2/,null,null,"This course describes how agricultural and ecological systems are linked to soils and the Australian environment, and provides a basis from which sustainability issues can be addressed. Agro-ecosystems face increasing pressure in Australia to become more productive, profitable and efficient, yet sustainable. You will learn about the importance of soils in the landscape in relation to management of fertility, water use efficiency, and land degradation. You will learn about important ecological processes that are based in soils, and consider a 'whole-system' approach to land management. This will include interpretation of soil maps in relation to land evaluation and suitability for different purposes.",SOIL&WAT 1000WT,Undergraduate,GEOLOGY 1103 or GEOLOGY 1200. If students only completed either one may be able to enrol,3,Soils and Landscapes I,Semester 2,Waite Campus
"Science
SCIENCE",https://www.adelaide.edu.au/course-outlines/ug/science/,SCIENCE 4700 - Science Internship (Hons)North Terrace Campus | Semester 2 | 2023,https://www.adelaide.edu.au/course-outlines/110786/1/sem-2/,Completion of 36 units while enrolled in a Science Program,null,"This internship course will allow you to build and apply your discipline-specific skills as well as the broad, personal skills relevant to workplace settings. Training will be provided in career development skills and employability. Included within the course are opportunities for you to produce original work which strengthens and demonstrates your analytical, research and problem-solving skills; graduate-ready qualities that are essential for future employment. You will develop an understanding of the value of industry and professional networks and their importance to lifelong learning and career progression.  Associated with this, you will learn how to create a professional profile so you can identify the correct job opportunity, get that job and shape your career progression. The internship component will directly add to your experiences and resume while consolidating your confidence and the ability to contribute to a workplace. You will gain an awareness of the strengths you offer to a future employer. The internship will focus on building your employability in the area of science or science-related industries and business.",SCIENCE 4700,Undergraduate,null,3,Science Internship (Hons),Semester 2,North Terrace Campus
"Science
SCIENCE",https://www.adelaide.edu.au/course-outlines/ug/science/,SCIENCE 4700 - Science Internship (Hons)North Terrace Campus | Semester 1 | 2023,https://www.adelaide.edu.au/course-outlines/110786/1/sem-1/,Completion of 36 units while enrolled in a Science Program,null,"This internship course will allow you to build and apply your discipline-specific skills as well as the broad, personal skills relevant to workplace settings. Training will be provided in career development skills and employability. Included within the course are opportunities for you to produce original work which strengthens and demonstrates your analytical, research and problem-solving skills; graduate-ready qualities that are essential for future employment. You will develop an understanding of the value of industry and professional networks and their importance to lifelong learning and career progression.  Associated with this, you will learn how to create a professional profile so you can identify the correct job opportunity, get that job and shape your career progression. The internship component will directly add to your experiences and resume while consolidating your confidence and the ability to contribute to a workplace. You will gain an awareness of the strengths you offer to a future employer. The internship will focus on building your employability in the area of science or science-related industries and business.",SCIENCE 4700,Undergraduate,null,3,Science Internship (Hons),Semester 1,North Terrace Campus
"Science
SCIENCE",https://www.adelaide.edu.au/course-outlines/ug/science/,SCIENCE 4150B - Honours Professional Project Pt2North Terrace Campus | Semester 2 | 2023,https://www.adelaide.edu.au/course-outlines/111079/1/sem-2/,null,null,"The project aspect of the Professional Honours pathway focusses on the application of scientific skills to address contemporary issues related to the fields of science communication, science education, science innovation, science policy or project management. Students will work with supervisors in their chosen discipline to design and undertake a research project. During this full year course, students will develop a literature review, project proposal, final oral seminar and thesis.",SCIENCE 4150B,Undergraduate,null,12,Honours Professional Project Pt2,Semester 2,North Terrace Campus
"Science
SCIENCE",https://www.adelaide.edu.au/course-outlines/ug/science/,SCIENCE 4150A - Honours Professional Project Pt1North Terrace Campus | Semester 1 | 2023,https://www.adelaide.edu.au/course-outlines/111078/1/sem-1/,null,null,"The project aspect of the Professional Honours pathway focusses on the application of scientific skills to address contemporary issues related to the fields of science communication, science education, science innovation, science policy or project management. Students will work with supervisors in their chosen discipline to design and undertake a research project. During this full year course, students will develop a literature review, project proposal, final oral seminar and thesis.",SCIENCE 4150A,Undergraduate,null,null,Honours Professional Project Pt1,Semester 1,North Terrace Campus
"Science
SCIENCE",https://www.adelaide.edu.au/course-outlines/ug/science/,SCIENCE 4150A - Honours Professional Project Pt1North Terrace Campus | Semester 2 | 2023,https://www.adelaide.edu.au/course-outlines/111078/1/sem-2/,null,null,"The project aspect of the Professional Honours pathway focusses on the application of scientific skills to address contemporary issues related to the fields of science communication, science education, science innovation, science policy or project management. Students will work with supervisors in their chosen discipline to design and undertake a research project. During this full year course, students will develop a literature review, project proposal, final oral seminar and thesis.",SCIENCE 4150A,Undergraduate,null,null,Honours Professional Project Pt1,Semester 2,North Terrace Campus
"Science
SCIENCE",https://www.adelaide.edu.au/course-outlines/ug/science/,SCIENCE 4145B - Honours Professional Project (Project Management) Pt 2North Terrace Campus | Semester 2 | 2023,https://www.adelaide.edu.au/course-outlines/109575/1/sem-2/,null,null,null,SCIENCE 4145B,Undergraduate,null,9,Honours Professional Project (Project Management) Pt 2,Semester 2,North Terrace Campus
"Science
SCIENCE",https://www.adelaide.edu.au/course-outlines/ug/science/,SCIENCE 4145A - Honours Professional Project (Project Management) Pt 1North Terrace Campus | Semester 1 | 2023,https://www.adelaide.edu.au/course-outlines/109571/1/sem-1/,null,null,null,SCIENCE 4145A,Undergraduate,null,null,Honours Professional Project (Project Management) Pt 1,Semester 1,North Terrace Campus
"Science
SCIENCE",https://www.adelaide.edu.au/course-outlines/ug/science/,SCIENCE 4145A - Honours Professional Project (Project Management) Pt 1North Terrace Campus | Semester 2 | 2023,https://www.adelaide.edu.au/course-outlines/109571/1/sem-2/,null,null,null,SCIENCE 4145A,Undergraduate,null,null,Honours Professional Project (Project Management) Pt 1,Semester 2,North Terrace Campus
"Science
SCIENCE",https://www.adelaide.edu.au/course-outlines/ug/science/,SCIENCE 4135B - Honours Professional Project (Science Policy) Pt 2North Terrace Campus | Semester 2 | 2023,https://www.adelaide.edu.au/course-outlines/109574/1/sem-2/,null,null,null,SCIENCE 4135B,Undergraduate,null,9,Honours Professional Project (Science Policy) Pt 2,Semester 2,North Terrace Campus
"Science
SCIENCE",https://www.adelaide.edu.au/course-outlines/ug/science/,SCIENCE 4135A - Honours Professional Project (Science Policy) Pt 1North Terrace Campus | Semester 1 | 2023,https://www.adelaide.edu.au/course-outlines/109570/1/sem-1/,null,null,null,SCIENCE 4135A,Undergraduate,null,null,Honours Professional Project (Science Policy) Pt 1,Semester 1,North Terrace Campus
"Science
SCIENCE",https://www.adelaide.edu.au/course-outlines/ug/science/,SCIENCE 4135A - Honours Professional Project (Science Policy) Pt 1North Terrace Campus | Semester 2 | 2023,https://www.adelaide.edu.au/course-outlines/109570/1/sem-2/,null,null,null,SCIENCE 4135A,Undergraduate,null,null,Honours Professional Project (Science Policy) Pt 1,Semester 2,North Terrace Campus
"Science
SCIENCE",https://www.adelaide.edu.au/course-outlines/ug/science/,SCIENCE 4125B - Honours Professional Project (Science Innovation) Pt 2North Terrace Campus | Semester 1 | 2023,https://www.adelaide.edu.au/course-outlines/109573/1/sem-1/,null,null,null,SCIENCE 4125B,Undergraduate,null,9,Honours Professional Project (Science Innovation) Pt 2,Semester 1,North Terrace Campus
"Science
SCIENCE",https://www.adelaide.edu.au/course-outlines/ug/science/,SCIENCE 4125B - Honours Professional Project (Science Innovation) Pt 2North Terrace Campus | Semester 2 | 2023,https://www.adelaide.edu.au/course-outlines/109573/1/sem-2/,null,null,null,SCIENCE 4125B,Undergraduate,null,9,Honours Professional Project (Science Innovation) Pt 2,Semester 2,North Terrace Campus
"Science
SCIENCE",https://www.adelaide.edu.au/course-outlines/ug/science/,SCIENCE 4125A - Honours Professional Project (Science Innovation) Pt 1North Terrace Campus | Semester 1 | 2023,https://www.adelaide.edu.au/course-outlines/109569/1/sem-1/,null,null,null,SCIENCE 4125A,Undergraduate,null,null,Honours Professional Project (Science Innovation) Pt 1,Semester 1,North Terrace Campus
"Science
SCIENCE",https://www.adelaide.edu.au/course-outlines/ug/science/,SCIENCE 4125A - Honours Professional Project (Science Innovation) Pt 1North Terrace Campus | Semester 2 | 2023,https://www.adelaide.edu.au/course-outlines/109569/1/sem-2/,null,null,null,SCIENCE 4125A,Undergraduate,null,null,Honours Professional Project (Science Innovation) Pt 1,Semester 2,North Terrace Campus
"Science
SCIENCE",https://www.adelaide.edu.au/course-outlines/ug/science/,SCIENCE 4115B - Honours Professional Project (Science Education) Pt 2North Terrace Campus | Semester 2 | 2023,https://www.adelaide.edu.au/course-outlines/109572/1/sem-2/,null,null,null,SCIENCE 4115B,Undergraduate,null,9,Honours Professional Project (Science Education) Pt 2,Semester 2,North Terrace Campus
